Concept set: team run drill field
Reference: A team runs down the field doing some drills.
she begins mixing ingredients in a bowl on the counter .	a woman begins to mix ingredients on a counter with a bowl of ingredients .
she begins mixing ingredients in a bowl on the counter .	a man is mixing ingredients in a bowl on a counter and begins to mix them.
the ingredient begin to mix the counter with the bowl of cooking on.	woman begins mixing ingredients in a bowl on the counter.
the ingredient begin to mix the counter with the bowl of cooking on.	a man begins mixing ingredients in a bowl on a counter.
the ingredient begin to mix the counter with the bowl of cooking on.	a woman begins to mix ingredients on a counter with a bowl of ingredients .
the ingredient begin to mix the counter with the bowl of cooking on.	a man is mixing ingredients in a bowl on a counter and begins to mix them.
woman begins mixing ingredients in a bowl on the counter.	a man begins mixing ingredients in a bowl on a counter.
woman begins mixing ingredients in a bowl on the counter.	a woman begins to mix ingredients on a counter with a bowl of ingredients .
woman begins mixing ingredients in a bowl on the counter.	a man is mixing ingredients in a bowl on a counter and begins to mix them.
a man begins mixing ingredients in a bowl on a counter.	a woman begins to mix ingredients on a counter with a bowl of ingredients .
a man begins mixing ingredients in a bowl on a counter.	a man is mixing ingredients in a bowl on a counter and begins to mix them.
a woman begins to mix ingredients on a counter with a bowl of ingredients .	a man is mixing ingredients in a bowl on a counter and begins to mix them.

Concept set: mug sunglass head top hold
Reference: A lady with sunglasses on top of her head is holding a mug.
a man holding a mug on top of his head with sunglasses and sunglasses on it.	a woman holding a mug on her head with sunglasses on top .
a man holding a mug on top of his head with sunglasses and sunglasses on it.	a man in sunglasses is holding a mug and sunglasses on top of his head .
a man holding a mug on top of his head with sunglasses and sunglasses on it.	a man holding a mug with his head up and sunglasses on top.
a man holding a mug on top of his head with sunglasses and sunglasses on it.	a mug sunglass in head on top of a laptop hold the tool.
a man holding a mug on top of his head with sunglasses and sunglasses on it.	woman holding a mug with sunglasses on top of her head.
a woman holding a mug on her head with sunglasses on top .	a man in sunglasses is holding a mug and sunglasses on top of his head .
a woman holding a mug on her head with sunglasses on top .	a man holding a mug with his head up and sunglasses on top.
a woman holding a mug on her head with sunglasses on top .	a mug sunglass in head on top of a laptop hold the tool.
a woman holding a mug on her head with sunglasses on top .	woman holding a mug with sunglasses on top of her head.
a man in sunglasses is holding a mug and sunglasses on top of his head .	a man holding a mug with his head up and sunglasses on top.
a man in sunglasses is holding a mug and sunglasses on top of his head .	a mug sunglass in head on top of a laptop hold the tool.
a man in sunglasses is holding a mug and sunglasses on top of his head .	woman holding a mug with sunglasses on top of her head.
a man holding a mug with his head up and sunglasses on top.	a mug sunglass in head on top of a laptop hold the tool.
a man holding a mug with his head up and sunglasses on top.	woman holding a mug with sunglasses on top of her head.
a mug sunglass in head on top of a laptop hold the tool.	woman holding a mug with sunglasses on top of her head.

Concept set: table bottle open sit
Reference: A woman is sitting at a table opening a bottle of champagne.
an open bottle of wine sits on a table next to an open book.	a small bottle sits on a table and opens up .
an open bottle of wine sits on a table next to an open book.	bottle of wine sitting on a table open.
an open bottle of wine sits on a table next to an open book.	a woman is sitting at a table and opening a bottle .
an open bottle of wine sits on a table next to an open book.	a man sitting on a table with a bottle open.
an open bottle of wine sits on a table next to an open book.	the table with a bottle of open sit around it
a small bottle sits on a table and opens up .	bottle of wine sitting on a table open.
a small bottle sits on a table and opens up .	a woman is sitting at a table and opening a bottle .
a small bottle sits on a table and opens up .	a man sitting on a table with a bottle open.
a small bottle sits on a table and opens up .	the table with a bottle of open sit around it
bottle of wine sitting on a table open.	a woman is sitting at a table and opening a bottle .
bottle of wine sitting on a table open.	a man sitting on a table with a bottle open.
bottle of wine sitting on a table open.	the table with a bottle of open sit around it
a woman is sitting at a table and opening a bottle .	a man sitting on a table with a bottle open.
a woman is sitting at a table and opening a bottle .	the table with a bottle of open sit around it
a man sitting on a table with a bottle open.	the table with a bottle of open sit around it

Concept set: couple park take walk
Reference: couple taking a walk in the park
couple taking a walk in the park	couple taking a walk in a park.
couple taking a walk in the park	couple taking a walk in the park
couple taking a walk in the park	a couple is taking a walk in the park .
couple taking a walk in the park	couple taking a walk in the park
couple taking a walk in the park	young couple in the park and take up to walk
couple taking a walk in a park.	couple taking a walk in the park
couple taking a walk in a park.	a couple is taking a walk in the park .
couple taking a walk in a park.	couple taking a walk in the park
couple taking a walk in a park.	young couple in the park and take up to walk
couple taking a walk in the park	a couple is taking a walk in the park .
couple taking a walk in the park	couple taking a walk in the park
couple taking a walk in the park	young couple in the park and take up to walk
a couple is taking a walk in the park .	couple taking a walk in the park
a couple is taking a walk in the park .	young couple in the park and take up to walk
couple taking a walk in the park	young couple in the park and take up to walk

Concept set: guitar practice bed sit
Reference: A woman sits on a bed as she practices speed guitar
a man is sitting on a bed and practicing his guitar on the bed	a man sitting on a bed practicing his guitar .
a man is sitting on a bed and practicing his guitar on the bed	a guitar while practice on a bed as they sit
a man is sitting on a bed and practicing his guitar on the bed	a man sits on a bed practicing his guitar .
a man is sitting on a bed and practicing his guitar on the bed	a man is sitting on a bed practicing his guitar.
a man is sitting on a bed and practicing his guitar on the bed	young man sits on a bed practicing his guitar.
a man sitting on a bed practicing his guitar .	a guitar while practice on a bed as they sit
a man sitting on a bed practicing his guitar .	a man sits on a bed practicing his guitar .
a man sitting on a bed practicing his guitar .	a man is sitting on a bed practicing his guitar.
a man sitting on a bed practicing his guitar .	young man sits on a bed practicing his guitar.
a guitar while practice on a bed as they sit	a man sits on a bed practicing his guitar .
a guitar while practice on a bed as they sit	a man is sitting on a bed practicing his guitar.
a guitar while practice on a bed as they sit	young man sits on a bed practicing his guitar.
a man sits on a bed practicing his guitar .	a man is sitting on a bed practicing his guitar.
a man sits on a bed practicing his guitar .	young man sits on a bed practicing his guitar.
a man is sitting on a bed practicing his guitar.	young man sits on a bed practicing his guitar.

Concept set: eat lunch watch movie
Reference: Two children eating lunch and watching a movie.
a man eats lunch while watching a movie .	people are eating lunch and watching a movie.
a man eats lunch while watching a movie .	a man watches a movie and eats lunch.
a man eats lunch while watching a movie .	eat lunch or movie watch a movie
a man eats lunch while watching a movie .	eating lunch and watching a movie
a man eats lunch while watching a movie .	a group of friends eat lunch together and watch a movie .
people are eating lunch and watching a movie.	a man watches a movie and eats lunch.
people are eating lunch and watching a movie.	eat lunch or movie watch a movie
people are eating lunch and watching a movie.	eating lunch and watching a movie
people are eating lunch and watching a movie.	a group of friends eat lunch together and watch a movie .
a man watches a movie and eats lunch.	eat lunch or movie watch a movie
a man watches a movie and eats lunch.	eating lunch and watching a movie
a man watches a movie and eats lunch.	a group of friends eat lunch together and watch a movie .
eat lunch or movie watch a movie	eating lunch and watching a movie
eat lunch or movie watch a movie	a group of friends eat lunch together and watch a movie .
eating lunch and watching a movie	a group of friends eat lunch together and watch a movie .

Concept set: family table dinner eat
Reference: family eating dinner round the table
family eats dinner at the table.	family eating dinner at table
family eats dinner at the table.	a family eats dinner at a table .
family eats dinner at the table.	family eating dinner at the table
family eats dinner at the table.	the family on a table is having dinner to eat
family eats dinner at the table.	family eating dinner at the table
family eating dinner at table	a family eats dinner at a table .
family eating dinner at table	family eating dinner at the table
family eating dinner at table	the family on a table is having dinner to eat
family eating dinner at table	family eating dinner at the table
a family eats dinner at a table .	family eating dinner at the table
a family eats dinner at a table .	the family on a table is having dinner to eat
a family eats dinner at a table .	family eating dinner at the table
family eating dinner at the table	the family on a table is having dinner to eat
family eating dinner at the table	family eating dinner at the table
the family on a table is having dinner to eat	family eating dinner at the table

Concept set: enjoy beach family day
Reference: families enjoy a day at the beach
family enjoying a day at the beach	family enjoying a day at the beach
family enjoying a day at the beach	family enjoying the beach on a sunny day
family enjoying a day at the beach	family enjoying a sunny day at the beach.
family enjoying a day at the beach	men enjoy the beach with the family at early day
family enjoying a day at the beach	a family enjoys a day at the beach
family enjoying a day at the beach	family enjoying the beach on a sunny day
family enjoying a day at the beach	family enjoying a sunny day at the beach.
family enjoying a day at the beach	men enjoy the beach with the family at early day
family enjoying a day at the beach	a family enjoys a day at the beach
family enjoying the beach on a sunny day	family enjoying a sunny day at the beach.
family enjoying the beach on a sunny day	men enjoy the beach with the family at early day
family enjoying the beach on a sunny day	a family enjoys a day at the beach
family enjoying a sunny day at the beach.	men enjoy the beach with the family at early day
family enjoying a sunny day at the beach.	a family enjoys a day at the beach
men enjoy the beach with the family at early day	a family enjoys a day at the beach

Concept set: street chase cat dog
Reference: Dogs are chasing cats in the street.
a cat chases a dog down a street .	a dog chasing a cat in the street
a cat chases a dog down a street .	a cat chasing a dog down a street
a cat chases a dog down a street .	dog chases a cat on a street.
a cat chases a dog down a street .	a dog is chasing a cat down a street .
a cat chases a dog down a street .	a street just chase another cat through a dog
a dog chasing a cat in the street	a cat chasing a dog down a street
a dog chasing a cat in the street	dog chases a cat on a street.
a dog chasing a cat in the street	a dog is chasing a cat down a street .
a dog chasing a cat in the street	a street just chase another cat through a dog
a cat chasing a dog down a street	dog chases a cat on a street.
a cat chasing a dog down a street	a dog is chasing a cat down a street .
a cat chasing a dog down a street	a street just chase another cat through a dog
dog chases a cat on a street.	a dog is chasing a cat down a street .
dog chases a cat on a street.	a street just chase another cat through a dog
a dog is chasing a cat down a street .	a street just chase another cat through a dog

Concept set: horse tail brush stand
Reference: A woman standing next to a horse brushing the horse's tail.
a white horse with a tail with brush stand out.	a horse standing in a grassy field with its tail brushed.
a white horse with a tail with brush stand out.	a horse stands with its tail brushed by a man.
a white horse with a tail with brush stand out.	horse with a brush on its tail standing on a pond.
a white horse with a tail with brush stand out.	a brown horse with its tail standing in the brush .
a white horse with a tail with brush stand out.	a white horse with a black and white tail is standing in the brush .
a horse standing in a grassy field with its tail brushed.	a horse stands with its tail brushed by a man.
a horse standing in a grassy field with its tail brushed.	horse with a brush on its tail standing on a pond.
a horse standing in a grassy field with its tail brushed.	a brown horse with its tail standing in the brush .
a horse standing in a grassy field with its tail brushed.	a white horse with a black and white tail is standing in the brush .
a horse stands with its tail brushed by a man.	horse with a brush on its tail standing on a pond.
a horse stands with its tail brushed by a man.	a brown horse with its tail standing in the brush .
a horse stands with its tail brushed by a man.	a white horse with a black and white tail is standing in the brush .
horse with a brush on its tail standing on a pond.	a brown horse with its tail standing in the brush .
horse with a brush on its tail standing on a pond.	a white horse with a black and white tail is standing in the brush .
a brown horse with its tail standing in the brush .	a white horse with a black and white tail is standing in the brush .

Concept set: swimmer race cheer pool
Reference: The swimmer could hear the cheers of the crowd during his race in the pool.
swimmer cheer in the race cheer in a pool	a group of swimmers are cheering as they race in a swimming pool .
swimmer cheer in the race cheer in a pool	a swimmer in a swimming pool cheering for the race.
swimmer cheer in the race cheer in a pool	swimmers cheer each other on as they race in the pool.
swimmer cheer in the race cheer in a pool	swimmers cheer each other on during a race in the pool
swimmer cheer in the race cheer in a pool	two swimmers are racing in a swimming pool while others cheer on .
a group of swimmers are cheering as they race in a swimming pool .	a swimmer in a swimming pool cheering for the race.
a group of swimmers are cheering as they race in a swimming pool .	swimmers cheer each other on as they race in the pool.
a group of swimmers are cheering as they race in a swimming pool .	swimmers cheer each other on during a race in the pool
a group of swimmers are cheering as they race in a swimming pool .	two swimmers are racing in a swimming pool while others cheer on .
a swimmer in a swimming pool cheering for the race.	swimmers cheer each other on as they race in the pool.
a swimmer in a swimming pool cheering for the race.	swimmers cheer each other on during a race in the pool
a swimmer in a swimming pool cheering for the race.	two swimmers are racing in a swimming pool while others cheer on .
swimmers cheer each other on as they race in the pool.	swimmers cheer each other on during a race in the pool
swimmers cheer each other on as they race in the pool.	two swimmers are racing in a swimming pool while others cheer on .
swimmers cheer each other on during a race in the pool	two swimmers are racing in a swimming pool while others cheer on .

Concept set: bed lady put sheet
Reference: The lady tried to put a small sheet onto the large bed mattress.
a lady is in bed while a lady puts a pillow put sheet from another	a lady is putting a sheet on a bed .
a lady is in bed while a lady puts a pillow put sheet from another	a lady putting a sheet on a bed
a lady is in bed while a lady puts a pillow put sheet from another	lady is putting sheets on the bed.
a lady is in bed while a lady puts a pillow put sheet from another	a lady is putting sheets on the bed.
a lady is in bed while a lady puts a pillow put sheet from another	a lady is putting a sheet on a bed .
a lady is putting a sheet on a bed .	a lady putting a sheet on a bed
a lady is putting a sheet on a bed .	lady is putting sheets on the bed.
a lady is putting a sheet on a bed .	a lady is putting sheets on the bed.
a lady is putting a sheet on a bed .	a lady is putting a sheet on a bed .
a lady putting a sheet on a bed	lady is putting sheets on the bed.
a lady putting a sheet on a bed	a lady is putting sheets on the bed.
a lady putting a sheet on a bed	a lady is putting a sheet on a bed .
lady is putting sheets on the bed.	a lady is putting sheets on the bed.
lady is putting sheets on the bed.	a lady is putting a sheet on a bed .
a lady is putting sheets on the bed.	a lady is putting a sheet on a bed .

Concept set: mountain arm raise top
Reference: man with his arms raised on top of a mountain
a man raises his arm over the top of a mountain.	a man raises his arms on top of a mountain .
a man raises his arm over the top of a mountain.	woman raises her arms to the top of a mountain.
a man raises his arm over the top of a mountain.	a man raises his arms to the top of a mountain and yells.
a man raises his arm over the top of a mountain.	a woman raises her arms at the top of the mountain .
a man raises his arm over the top of a mountain.	mountain with arm raise a right on top of a waterfall
a man raises his arms on top of a mountain .	woman raises her arms to the top of a mountain.
a man raises his arms on top of a mountain .	a man raises his arms to the top of a mountain and yells.
a man raises his arms on top of a mountain .	a woman raises her arms at the top of the mountain .
a man raises his arms on top of a mountain .	mountain with arm raise a right on top of a waterfall
woman raises her arms to the top of a mountain.	a man raises his arms to the top of a mountain and yells.
woman raises her arms to the top of a mountain.	a woman raises her arms at the top of the mountain .
woman raises her arms to the top of a mountain.	mountain with arm raise a right on top of a waterfall
a man raises his arms to the top of a mountain and yells.	a woman raises her arms at the top of the mountain .
a man raises his arms to the top of a mountain and yells.	mountain with arm raise a right on top of a waterfall
a woman raises her arms at the top of the mountain .	mountain with arm raise a right on top of a waterfall

Concept set: instruction sew machine give
Reference: A person giving instructions on how to use a sewing machine.
a man is giving instructions on how to sew clothes on a sewing machine .	woman giving instructions on how to sew on a sewing machine.
a man is giving instructions on how to sew clothes on a sewing machine .	a man is giving instructions on how to sew a machine.
a man is giving instructions on how to sew clothes on a sewing machine .	a man is giving instructions to sew a machine .
a man is giving instructions on how to sew clothes on a sewing machine .	a man gives instructions on how to sew with a sewing machine
a man is giving instructions on how to sew clothes on a sewing machine .	a man gives instruction on his sew a machine to give
woman giving instructions on how to sew on a sewing machine.	a man is giving instructions on how to sew a machine.
woman giving instructions on how to sew on a sewing machine.	a man is giving instructions to sew a machine .
woman giving instructions on how to sew on a sewing machine.	a man gives instructions on how to sew with a sewing machine
woman giving instructions on how to sew on a sewing machine.	a man gives instruction on his sew a machine to give
a man is giving instructions on how to sew a machine.	a man is giving instructions to sew a machine .
a man is giving instructions on how to sew a machine.	a man gives instructions on how to sew with a sewing machine
a man is giving instructions on how to sew a machine.	a man gives instruction on his sew a machine to give
a man is giving instructions to sew a machine .	a man gives instructions on how to sew with a sewing machine
a man is giving instructions to sew a machine .	a man gives instruction on his sew a machine to give
a man gives instructions on how to sew with a sewing machine	a man gives instruction on his sew a machine to give

Concept set: trick air snowboarder perform
Reference: A snowboarder performs tricks in the air.
a snowboarder in mid air performs a trick .	a snowboarder performs a trick on the air.
a snowboarder in mid air performs a trick .	a snowboarder performs a trick in the air .
a snowboarder in mid air performs a trick .	a snowboarder performs tricks in the air
a snowboarder in mid air performs a trick .	snowboarder performs a trick in the air.
a snowboarder in mid air performs a trick .	a trick in the air as a snowboarder perform down.
a snowboarder performs a trick on the air.	a snowboarder performs a trick in the air .
a snowboarder performs a trick on the air.	a snowboarder performs tricks in the air
a snowboarder performs a trick on the air.	snowboarder performs a trick in the air.
a snowboarder performs a trick on the air.	a trick in the air as a snowboarder perform down.
a snowboarder performs a trick in the air .	a snowboarder performs tricks in the air
a snowboarder performs a trick in the air .	snowboarder performs a trick in the air.
a snowboarder performs a trick in the air .	a trick in the air as a snowboarder perform down.
a snowboarder performs tricks in the air	snowboarder performs a trick in the air.
a snowboarder performs tricks in the air	a trick in the air as a snowboarder perform down.
snowboarder performs a trick in the air.	a trick in the air as a snowboarder perform down.

Concept set: run ground cover dog
Reference: a dog runs across the leaf covered ground.
a dog that is running is covering the ground .	a dog is running across the ground covered with grass .
a dog that is running is covering the ground .	a dog is running on the ground covered in leaves.
a dog that is running is covering the ground .	dog covered in grass running on the ground.
a dog that is running is covering the ground .	a dog is running around the ground covered in snow.
a dog that is running is covering the ground .	two dogs run across the ground to cover a dog
a dog is running across the ground covered with grass .	a dog is running on the ground covered in leaves.
a dog is running across the ground covered with grass .	dog covered in grass running on the ground.
a dog is running across the ground covered with grass .	a dog is running around the ground covered in snow.
a dog is running across the ground covered with grass .	two dogs run across the ground to cover a dog
a dog is running on the ground covered in leaves.	dog covered in grass running on the ground.
a dog is running on the ground covered in leaves.	a dog is running around the ground covered in snow.
a dog is running on the ground covered in leaves.	two dogs run across the ground to cover a dog
dog covered in grass running on the ground.	a dog is running around the ground covered in snow.
dog covered in grass running on the ground.	two dogs run across the ground to cover a dog
a dog is running around the ground covered in snow.	two dogs run across the ground to cover a dog

Concept set: surfer beach carry board
Reference: The surfer carries his board down the beach.
a surfer carries his board on his shoulders on the beach	surfer on the beach carry the board
a surfer carries his board on his shoulders on the beach	surfer carrying a board on the beach.
a surfer carries his board on his shoulders on the beach	a surfer carries his board up the beach .
a surfer carries his board on his shoulders on the beach	a surfer carries his board to the beach .
a surfer carries his board on his shoulders on the beach	surfer carrying a board on the beach
surfer on the beach carry the board	surfer carrying a board on the beach.
surfer on the beach carry the board	a surfer carries his board up the beach .
surfer on the beach carry the board	a surfer carries his board to the beach .
surfer on the beach carry the board	surfer carrying a board on the beach
surfer carrying a board on the beach.	a surfer carries his board up the beach .
surfer carrying a board on the beach.	a surfer carries his board to the beach .
surfer carrying a board on the beach.	surfer carrying a board on the beach
a surfer carries his board up the beach .	a surfer carries his board to the beach .
a surfer carries his board up the beach .	surfer carrying a board on the beach
a surfer carries his board to the beach .	surfer carrying a board on the beach

Concept set: birthday restaurant friend celebrate
Reference: A group of friends are celebrating a birthday at a restaurant.
friends celebrate the birthday of restaurant	a group of friends celebrate their birthday at a restaurant .
friends celebrate the birthday of restaurant	the birthday at a restaurant with her friend can celebrate holiday .
friends celebrate the birthday of restaurant	friends celebrating their birthday in a restaurant
friends celebrate the birthday of restaurant	friends celebrating a birthday at a restaurant
friends celebrate the birthday of restaurant	friends celebrate their birthday at a restaurant.
a group of friends celebrate their birthday at a restaurant .	the birthday at a restaurant with her friend can celebrate holiday .
a group of friends celebrate their birthday at a restaurant .	friends celebrating their birthday in a restaurant
a group of friends celebrate their birthday at a restaurant .	friends celebrating a birthday at a restaurant
a group of friends celebrate their birthday at a restaurant .	friends celebrate their birthday at a restaurant.
the birthday at a restaurant with her friend can celebrate holiday .	friends celebrating their birthday in a restaurant
the birthday at a restaurant with her friend can celebrate holiday .	friends celebrating a birthday at a restaurant
the birthday at a restaurant with her friend can celebrate holiday .	friends celebrate their birthday at a restaurant.
friends celebrating their birthday in a restaurant	friends celebrating a birthday at a restaurant
friends celebrating their birthday in a restaurant	friends celebrate their birthday at a restaurant.
friends celebrating a birthday at a restaurant	friends celebrate their birthday at a restaurant.

Concept set: air catch toy jump
Reference: A dog jumps in the air to catch a toy.
a man jumps into the air and catches a toy.	a little girl jumps in the air to catch a toy and then jumps on the toy.
a man jumps into the air and catches a toy.	boy catches a toy and jumps in the air.
a man jumps into the air and catches a toy.	a air trying to catch a toy and jump down.
a man jumps into the air and catches a toy.	a boy jumps in the air to catch a toy .
a man jumps into the air and catches a toy.	a boy jumps into the air to catch a toy .
a little girl jumps in the air to catch a toy and then jumps on the toy.	boy catches a toy and jumps in the air.
a little girl jumps in the air to catch a toy and then jumps on the toy.	a air trying to catch a toy and jump down.
a little girl jumps in the air to catch a toy and then jumps on the toy.	a boy jumps in the air to catch a toy .
a little girl jumps in the air to catch a toy and then jumps on the toy.	a boy jumps into the air to catch a toy .
boy catches a toy and jumps in the air.	a air trying to catch a toy and jump down.
boy catches a toy and jumps in the air.	a boy jumps in the air to catch a toy .
boy catches a toy and jumps in the air.	a boy jumps into the air to catch a toy .
a air trying to catch a toy and jump down.	a boy jumps in the air to catch a toy .
a air trying to catch a toy and jump down.	a boy jumps into the air to catch a toy .
a boy jumps in the air to catch a toy .	a boy jumps into the air to catch a toy .

Concept set: carry ball beach dog
Reference: A black dog carries a ball near the beach
dog carries a ball on the beach.	boy carry a ball on the beach with a dog
dog carries a ball on the beach.	a dog carries a ball up the beach .
dog carries a ball on the beach.	a dog carrying a ball on the beach
dog carries a ball on the beach.	dog carrying a ball on the beach
dog carries a ball on the beach.	a dog carrying a ball on a beach.
boy carry a ball on the beach with a dog	a dog carries a ball up the beach .
boy carry a ball on the beach with a dog	a dog carrying a ball on the beach
boy carry a ball on the beach with a dog	dog carrying a ball on the beach
boy carry a ball on the beach with a dog	a dog carrying a ball on a beach.
a dog carries a ball up the beach .	a dog carrying a ball on the beach
a dog carries a ball up the beach .	dog carrying a ball on the beach
a dog carries a ball up the beach .	a dog carrying a ball on a beach.
a dog carrying a ball on the beach	dog carrying a ball on the beach
a dog carrying a ball on the beach	a dog carrying a ball on a beach.
dog carrying a ball on the beach	a dog carrying a ball on a beach.

Concept set: street worker carry cone
Reference: Two city workers carry traffic cones down a street outside.
a worker carries a cone down the street .	a worker carries a cone into the street
a worker carries a cone down the street .	a worker carries a cone down a street .
a worker carries a cone down the street .	a construction worker carries cones down the street
a worker carries a cone down the street .	a street worker carry a cone down a street.
a worker carries a cone down the street .	worker carrying a cone on the street.
a worker carries a cone into the street	a worker carries a cone down a street .
a worker carries a cone into the street	a construction worker carries cones down the street
a worker carries a cone into the street	a street worker carry a cone down a street.
a worker carries a cone into the street	worker carrying a cone on the street.
a worker carries a cone down a street .	a construction worker carries cones down the street
a worker carries a cone down a street .	a street worker carry a cone down a street.
a worker carries a cone down a street .	worker carrying a cone on the street.
a construction worker carries cones down the street	a street worker carry a cone down a street.
a construction worker carries cones down the street	worker carrying a cone on the street.
a street worker carry a cone down a street.	worker carrying a cone on the street.

Concept set: class front project present
Reference: Some person presenting a project in front of class.
students in front of project presented in the class	students present a project in front of the class
students in front of project presented in the class	students present a project in front of a class.
students in front of project presented in the class	students present their projects in front of the class
students in front of project presented in the class	a girl presents a project in front of her class .
students in front of project presented in the class	person of class in front of the project present the project .
students present a project in front of the class	students present a project in front of a class.
students present a project in front of the class	students present their projects in front of the class
students present a project in front of the class	a girl presents a project in front of her class .
students present a project in front of the class	person of class in front of the project present the project .
students present a project in front of a class.	students present their projects in front of the class
students present a project in front of a class.	a girl presents a project in front of her class .
students present a project in front of a class.	person of class in front of the project present the project .
students present their projects in front of the class	a girl presents a project in front of her class .
students present their projects in front of the class	person of class in front of the project present the project .
a girl presents a project in front of her class .	person of class in front of the project present the project .

Concept set: dog rabbit snow chase
Reference: A dog is jumping over snow to chase a rabbit.
a dog and her rabbit chasing the snow as a chase	a dog chasing a rabbit in the snow.
a dog and her rabbit chasing the snow as a chase	a dog chasing a rabbit in the snow
a dog and her rabbit chasing the snow as a chase	dog chases a rabbit in the snow.
a dog and her rabbit chasing the snow as a chase	a dog chases a rabbit in the snow .
a dog and her rabbit chasing the snow as a chase	a dog chases a rabbit through the snow .
a dog chasing a rabbit in the snow.	a dog chasing a rabbit in the snow
a dog chasing a rabbit in the snow.	dog chases a rabbit in the snow.
a dog chasing a rabbit in the snow.	a dog chases a rabbit in the snow .
a dog chasing a rabbit in the snow.	a dog chases a rabbit through the snow .
a dog chasing a rabbit in the snow	dog chases a rabbit in the snow.
a dog chasing a rabbit in the snow	a dog chases a rabbit in the snow .
a dog chasing a rabbit in the snow	a dog chases a rabbit through the snow .
dog chases a rabbit in the snow.	a dog chases a rabbit in the snow .
dog chases a rabbit in the snow.	a dog chases a rabbit through the snow .
a dog chases a rabbit in the snow .	a dog chases a rabbit through the snow .

Concept set: fire twirl stick end
Reference: A man is twirling sticks with fire on their ends in the dark.
twirling a stick at the end of a fire.	a man twirls a stick with a fire at the end of it on his end.
twirling a stick at the end of a fire.	a man twirling a stick at the end of a fire.
twirling a stick at the end of a fire.	a man is twirling a stick on the end of a fire .
twirling a stick at the end of a fire.	a fire is twirl a stick at the end
twirling a stick at the end of a fire.	a person is twirling a stick with fire at the end of them .
a man twirls a stick with a fire at the end of it on his end.	a man twirling a stick at the end of a fire.
a man twirls a stick with a fire at the end of it on his end.	a man is twirling a stick on the end of a fire .
a man twirls a stick with a fire at the end of it on his end.	a fire is twirl a stick at the end
a man twirls a stick with a fire at the end of it on his end.	a person is twirling a stick with fire at the end of them .
a man twirling a stick at the end of a fire.	a man is twirling a stick on the end of a fire .
a man twirling a stick at the end of a fire.	a fire is twirl a stick at the end
a man twirling a stick at the end of a fire.	a person is twirling a stick with fire at the end of them .
a man is twirling a stick on the end of a fire .	a fire is twirl a stick at the end
a man is twirling a stick on the end of a fire .	a person is twirling a stick with fire at the end of them .
a fire is twirl a stick at the end	a person is twirling a stick with fire at the end of them .

Concept set: prepare meal kitchen chef
Reference: A chef in a kitchen preparing a meal
chef preparing a meal in a kitchen	chef preparing meals in the kitchen
chef preparing a meal in a kitchen	chef preparing a meal in the kitchen
chef preparing a meal in a kitchen	chef prepares a meal in the kitchen.
chef preparing a meal in a kitchen	chef preparing a meal in the kitchen
chef preparing a meal in a kitchen	chefs prepare a meal on their kitchen and a chef .
chef preparing meals in the kitchen	chef preparing a meal in the kitchen
chef preparing meals in the kitchen	chef prepares a meal in the kitchen.
chef preparing meals in the kitchen	chef preparing a meal in the kitchen
chef preparing meals in the kitchen	chefs prepare a meal on their kitchen and a chef .
chef preparing a meal in the kitchen	chef prepares a meal in the kitchen.
chef preparing a meal in the kitchen	chef preparing a meal in the kitchen
chef preparing a meal in the kitchen	chefs prepare a meal on their kitchen and a chef .
chef prepares a meal in the kitchen.	chef preparing a meal in the kitchen
chef prepares a meal in the kitchen.	chefs prepare a meal on their kitchen and a chef .
chef preparing a meal in the kitchen	chefs prepare a meal on their kitchen and a chef .

Concept set: athlete jump meet perform
Reference: At a track meet, an athlete performs the triple jump.
athlete performs a jump during the meet.	olympic athlete jump to meet them to perform them .
athlete performs a jump during the meet.	athletes perform a jump during a meet.
athlete performs a jump during the meet.	athlete performs a jump during the meet .
athlete performs a jump during the meet.	olympic athlete performs a jump during the meet .
athlete performs a jump during the meet.	athlete performs a jump during meet
olympic athlete jump to meet them to perform them .	athletes perform a jump during a meet.
olympic athlete jump to meet them to perform them .	athlete performs a jump during the meet .
olympic athlete jump to meet them to perform them .	olympic athlete performs a jump during the meet .
olympic athlete jump to meet them to perform them .	athlete performs a jump during meet
athletes perform a jump during a meet.	athlete performs a jump during the meet .
athletes perform a jump during a meet.	olympic athlete performs a jump during the meet .
athletes perform a jump during a meet.	athlete performs a jump during meet
athlete performs a jump during the meet .	olympic athlete performs a jump during the meet .
athlete performs a jump during the meet .	athlete performs a jump during meet
olympic athlete performs a jump during the meet .	athlete performs a jump during meet

Concept set: binocular look floor sit
Reference: The woman with binoculars is sitting on the forest floor looking up.
a man is looking at a binoculars sitting on the floor.	a cat sits on the floor and looks through a binoculars at the ground.
a man is looking at a binoculars sitting on the floor.	man sitting on the floor looking through binoculars as he looks around.
a man is looking at a binoculars sitting on the floor.	a woman sits on the floor looking through a binocular .
a man is looking at a binoculars sitting on the floor.	binocular little girls look on the floor and sit up.
a man is looking at a binoculars sitting on the floor.	a man sitting on a wooden floor looking through binoculars .
a cat sits on the floor and looks through a binoculars at the ground.	man sitting on the floor looking through binoculars as he looks around.
a cat sits on the floor and looks through a binoculars at the ground.	a woman sits on the floor looking through a binocular .
a cat sits on the floor and looks through a binoculars at the ground.	binocular little girls look on the floor and sit up.
